governor's	period		possessive of governor, ME gouernour
governors	period		plural, ME gouernour
graff	period		verb graft, KJV Rom 11 confirmed
grapegatherer	period		compound, standard formation
grapegatherers	period		compound, standard formation
grapegleanings	period		compound, KJV Mic 7 confirmed
grasshopper	period		attested ME/EModE
grasshoppers	period		attested ME/EModE
grave's	period		possessive, common noun
graveclothes	period		compound, John 11 style
graved	period		past tense of grave/engrave
graveth	period		-eth form of grave
graving	period		gerund of grave
gravings	period		plural gerund
gravity	suspect		Latinate abstract, first use uncertain
grayheaded	period		compound adjective
greaves	period		armor term, attested medieval
greenness	period		-ness abstract, common formation
grieved	period		attested EModE grief-verb
grieveth	period		-eth form
grieving	period		gerund
grievously	period		-ly adverb, common
grievousness	period		-ness abstract
grisled	period		KJV Gen 31 spelling variant of grizzled
habitable	period		Prov 8, Latinate adjective, attested by 1500s
groaned	period		attested EModE
groaneth	period		-eth form
groanings	period		Rom 8 KJV confirmed
guard's	period		possessive of guard
guestchamber	period		compound, Mark/Luke confirmed
guiltiness	period		-ness abstract, common
guiltless	period		compound, attested
gulf	period		Luke 16 KJV confirmed, ME gulf
gutter	period		attested ME gotere
habergeons	period		armor term, 2 Chr/Neh confirmed
hairy	period		common adjective
haling	period		gerund of hale/haul, Acts 8
handbreadth	period		compound, Exod confirmed
handkerchiefs	period		compound, Acts 19
handmaiden	period		Luke 1:48 KJV confirmed
handstaves	period		Ezek 39 KJV confirmed compound
handywork	period		Ps 19 KJV confirmed compound
happeneth	period		-eth form of happen
hardhearted	period		compound adjective
hardness	period		-ness abstract, common
harlot's	period		possessive
harrows	period		2 Sam 12 confirmed
harvestman	period		compound, Isa/Jer confirmed
hastened	period		past tense, common
hatcheth	period		-eth form, Isa 34
haughtily	period		-ly adverb
havens	period		Acts 27, attested ME
hazarded	period		past tense, Acts 15
hazel	period		Gen 30 KJV confirmed
headbands	period		Isa 3 compound
headstone	period		Zech 4 compound
healings	period		1 Cor 12 plural
hearkenedst	suspect		rare -edst second-person form
heart's	period		possessive
heaved	period		past tense
heifer's	period		possessive
heinous	suspect		Job 31, Latinate, later currency uncertain
heirs	period		common, attested ME heir
helve	period		Deut 19 KJV confirmed
hemlock	period		Hos 10/Amos 6 confirmed
hems	period		plural of hem
heretick	period		Titus 3 KJV confirmed spelling
hewn	period		past participle of hew, common
highminded	period		Rom 11/1 Tim 6 compound
highness	suspect		abstract of high, rare KJV use, Job/Isa
highway	period		common compound
highways	period		common compound
hill's	period		possessive
hindereth	period		-eth form of hinder
hinds	period		Gen 49 confirmed, ME hind
hirest	suspect		rare 2nd-person -est of hire
hoarfrost	period		Exod/Ps confirmed compound
hoary	period		Job 41, attested adjective
hole's	period		possessive
holiness	period		common abstract, well attested
holyday	period		Col 2 compound
homeborn	period		Exod 12 compound
honesty	period		1 Tim 2, attested ME honeste
honeycomb	period		common compound, Ps 19
hoods	period		Isa 3 plural
hoof	period		common, Deut 14
hoofs	period		plural
hope's	suspect		rare possessive form
hornet	period		Exod 23 confirmed
horns	period		very common
horsehoofs	suspect		unusual compound, single occurrence Judg 5
horseleach	period		Prov 30 KJV confirmed
hospitality	period		Rom 12, attested Latinate loan by 1500s
hotly	period		Gen 31, adverb
hottest	period		superlative, common
housetop	period		common compound
housetops	period		common compound
howled	period		past tense, common
howsoever	period		common EModE conjunction
humbleness	period		Col 3, -ness abstract
humiliation	suspect		Latinate abstract, Acts 8, later currency uncertain
hundredth	period		ordinal, common
hungerbitten	period		Job 18 KJV confirmed compound
hungered	period		past tense, common
hurl	period		1 Chr 12, attested ME hurlen
hurleth	suspect		rare -eth form, single occurrence
hurtful	period		Ezra 4, common -ful adjective
husk	period		Num 6 attested
hymn	period		Matt 26/Mark 14, Greek loan, attested by 1500s
hymns	period		Eph 5/Col 3, plural
hypocrisies	period		1 Pet 2, plural
hypocrisy	period		common, attested
hypocrite's	period		possessive
hypocritical	period		Job 36, adjective form
idol's	period		possessive
illuminated	suspect		Heb 10, Latinate, later currency uncertain
image's	period		possessive
imagery	period		Ezek 8, attested ME imagerie
immortality	period		1 Cor 15/1 Tim 6, attested Latinate loan
immutability	suspect		Heb 6, rare Latinate abstract
imparted	period		Rom 1/1 Thess 2, common past tense
impediment	suspect		Mark 7, Latinate, later currency uncertain
impenitent	suspect		Rom 2, Latinate, later currency uncertain
implacable	suspect		Rom 1, Latinate, later currency uncertain
