lodgings	period		regular gerund/verbal-noun formation (root+"-ing"(+"-s")), a fully productive Old/Middle English derivational pattern.
loftily	period		native -ly adverb suffix on an attested adjective root, fully productive throughout OE/ME/EME.
loftiness	period		native Germanic -ness abstract-noun suffix on an attested root, one of the most productive OE/ME/EME derivational patterns.
loins	period		regular plural -s on the attested noun "loin"; unremarkable native inflection.
longsuffering	period		regular gerund/verbal-noun formation (root+"-ing"(+"-s")), a fully productive Old/Middle English derivational pattern.
longwinged	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
lookingglasses	period		transparent native compound "look"+"ing"+"glass"; glass mirrors and the compound term are attested in Tudor-era England once glass-mirror manufacture began (mid-16th c.), independent of KJV.
loops	period		regular plural -s on the attested noun "loop"; unremarkable native inflection.
lothing	period		regular gerund/verbal-noun formation (root+"-ing"(+"-s")), a fully productive Old/Middle English derivational pattern.
lovedst	period		regular 2nd-person-singular past-tense verb form (root+"-edst"), the standard AV thou-form paradigm.
lovingkindness	period		native Germanic -ness abstract-noun suffix on an attested root, one of the most productive OE/ME/EME derivational patterns.
lovingkindnesses	period		regular plural -s on the attested noun "lovingkindnesse"; unremarkable native inflection.
lowliness	period		native Germanic -ness abstract-noun suffix on an attested root, one of the most productive OE/ME/EME derivational patterns.
lucre's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
lump	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
lunatick	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
magician	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
magicians	period		regular plural -s on the attested noun "magician"; unremarkable native inflection.
magistrate	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
magnifical	period		Latinate -al adjective from Lat. magnificus, attested EME dictionaries (e.g. Cooper's Thesaurus 1565); regular -al adjective formation.
maid's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
maidservant	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
maidservant's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
maidservants	period		regular plural -s on the attested noun "maidservant"; unremarkable native inflection.
mainsail	period		transparent native compound "main"+"sail"; English seafaring compounds of this shape are attested in contemporaneous voyage literature (e.g. Hakluyt's Voyages, 1589).
maintainest	period		regular 2nd-person-singular present-tense verb form (root+"-est"), the standard AV thou-form paradigm.
malefactor	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
malefactors	period		regular plural -s on the attested noun "malefactor"; unremarkable native inflection.
maliciousness	period		native Germanic -ness abstract-noun suffix on an attested root, one of the most productive OE/ME/EME derivational patterns.
mallows	period		regular plural -s on the attested noun "mallow"; unremarkable native inflection.
manservant	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
manservant's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
manservants	period		regular plural -s on the attested noun "manservant"; unremarkable native inflection.
mantles	period		regular plural -s on the attested noun "mantle"; unremarkable native inflection.
marchedst	period		regular 2nd-person-singular past-tense verb form (root+"-edst"), the standard AV thou-form paradigm.
marishes	suspect	marshes	spelling variant "marish" is genuinely attested in contemporaneous non-biblical EME verse (Spenser, Faerie Queene, 1590), but this is external literary memory, not a hit in the local corpora — flag for independent lexicon check.
marketh	period		regular 3rd-person-singular present-tense verb form (root+"-eth"), the standard AV verb paradigm, fully productive.
marketplaces	period		regular plural -s on the attested noun "marketplace"; unremarkable native inflection.
marrow	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
marvellously	period		native -ly adverb suffix on an attested adjective root, fully productive throughout OE/ME/EME.
marvels	period		regular plural -s on the attested noun "marvel"; unremarkable native inflection.
master's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
masterbuilder	period		transparent native agentive compound "master"+"builder", fully productive EME compounding, independent of KJV.
masts	period		regular plural -s on the attested noun "mast"; unremarkable native inflection.
mattock	period		Old English tool-word "mattuc", continuously attested from Old through Middle English as an agricultural implement term.
maul	period		Old French/Latin loanword "mail">"maul" (hammer), a common medieval weapon/tool term.
mealtime	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
meddled	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
meddleth	period		regular 3rd-person-singular present-tense verb form (root+"-eth"), the standard AV verb paradigm, fully productive.
meetest	period		regular 2nd-person-singular present-tense verb form (root+"-est"), the standard AV thou-form paradigm.
melons	period		regular plural -s on the attested noun "melon"; unremarkable native inflection.
men's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
menpleasers	period		agent-noun compound "men"+"pleaser"+-s follows Tyndale's own productive compounding style (cf. "eyeservants"), a documented Reformation-English word-formation pattern.
menservants	period		regular plural -s on the attested noun "menservant"; unremarkable native inflection.
merchantmen	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
mercyseat	period		compound calque "mercy seat" is Tyndale's own Reformation-era coinage translating Luther's Gnadenstuhl for Heb. kapporet; native compound (mercy+seat), etymologically transparent independent of KJV.
merryhearted	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
meted	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
meteyard	period		pure Old English compound "mete"(to measure)+"yard"(rod), a classic transparent OE/ME technical compound.
midwives	period		regular plural -s on the attested noun "midwive"; unremarkable native inflection.
mighties	suspect	mighty men	substantive adjectives do not normally pluralize with -s in EME ("the mighty", not "the mighties"); likely corruption of a phrase like "mighty men" (cf. 2 Sam 23:8 wording).
millions	period		"million" is a French loanword into English attested from the 14th c. (via Chaucer's Treatise on the Astrolabe); regular plural.
mills	period		regular plural -s on the attested noun "mill"; unremarkable native inflection.
millstone	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
millstones	period		regular plural -s on the attested noun "millstone"; unremarkable native inflection.
mincing	period		Old French loanword-verb "mincer"(to walk with short steps / cut small), attested in Middle English; regular -ing form.
minish	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
minished	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
ministered	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
ministereth	period		regular 3rd-person-singular present-tense verb form (root+"-eth"), the standard AV verb paradigm, fully productive.
ministering	period		regular gerund/verbal-noun formation (root+"-ing"(+"-s")), a fully productive Old/Middle English derivational pattern.
ministry	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
miry	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
miscarrying	period		regular gerund/verbal-noun formation (root+"-ing"(+"-s")), a fully productive Old/Middle English derivational pattern.
mischiefs	period		regular plural -s on the attested noun "mischief"; unremarkable native inflection.
mischievous	period		regular plural -s on the attested noun "mischievou"; unremarkable native inflection.
moistened	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
moles	period		regular plural -s on the attested noun "mole"; unremarkable native inflection.
moneychangers	period		native/Romance agent-noun suffix -er on an attested verb root, fully productive EME derivation.
monthly	period		native -ly adverb suffix on an attested adjective root, fully productive throughout OE/ME/EME.
moons	period		regular plural -s on the attested noun "moon"; unremarkable native inflection.
mortgaged	period		"mortgage" is an Anglo-French legal loanword (mort+gage, "dead pledge") attested in English legal usage since the 14th c.; -ed past-participle is regular.
mortify	period		Latin/French loan-verb "mortifier", attested in Middle English religious vocabulary (Chaucer).
mother's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
mouldy	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
mournfully	period		native -ly adverb suffix on an attested adjective root, fully productive throughout OE/ME/EME.
movedst	period		regular 2nd-person-singular past-tense verb form (root+"-edst"), the standard AV thou-form paradigm.
mowings	period		regular gerund/verbal-noun formation (root+"-ing"(+"-s")), a fully productive Old/Middle English derivational pattern.
multipliedst	period		regular 2nd-person-singular past-tense verb form (root+"-edst"), the standard AV thou-form paradigm.
murderers	period		native/Romance agent-noun suffix -er on an attested verb root, fully productive EME derivation.
musical	period		Latinate -al adjective from "music", regular and productive EME adjective formation.
musick	period		"musick" is the regular EME -ck spelling convention for "music" (cf. Shakespeare's contemporaneous "musicke"), independent of KJV.
mustereth	period		regular 3rd-person-singular present-tense verb form (root+"-eth"), the standard AV verb paradigm, fully productive.
muttered	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
muzzle	period		Old French loanword "musel">"muzzle", attested in Middle English by the 14th c.
nailing	period		regular gerund/verbal-noun formation (root+"-ing"(+"-s")), a fully productive Old/Middle English derivational pattern.
nakedness	period		native Germanic -ness abstract-noun suffix on an attested root, one of the most productive OE/ME/EME derivational patterns.
name's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
narrowed	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
narrower	period		native/Romance agent-noun suffix -er on an attested verb root, fully productive EME derivation.
naughtiness	period		native Germanic -ness abstract-noun suffix on an attested root, one of the most productive OE/ME/EME derivational patterns.
necromancer	period		Latin/Greek-derived word for a diviner by the dead, well attested in Middle English (Chaucer uses cognate "nigromancien"/-cie), independent of KJV.
needle's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
needlework	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
neesings	period		archaic native word "neese"(to sneeze), of Old English/Old Norse origin, well attested as an archaic verb continuing into EME; regular -ing nominalization.
neighbour's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
neighed	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
neighing	period		regular gerund/verbal-noun formation (root+"-ing"(+"-s")), a fully productive Old/Middle English derivational pattern.
neighings	period		regular gerund/verbal-noun formation (root+"-ing"(+"-s")), a fully productive Old/Middle English derivational pattern.
nephews	period		regular plural -s on the attested noun "nephew"; unremarkable native inflection.
nests	period		regular plural -s on the attested noun "nest"; unremarkable native inflection.
networks	period		transparent native OE compound "net"+"work" (meshwork/lattice sense, as of Exodus's brasen network), not the modern telecommunications sense; fully productive Anglo-Saxon compounding.
newborn	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
newness	period		native Germanic -ness abstract-noun suffix on an attested root, one of the most productive OE/ME/EME derivational patterns.
ninety	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
nobleman	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
noonday	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
nourishment	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
novice	period		Old French loanword for a new member of a religious order, attested in Middle English monastic usage.
numberest	period		regular 2nd-person-singular present-tense verb form (root+"-est"), the standard AV thou-form paradigm.
nursed	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
nursing	period		regular gerund/verbal-noun formation (root+"-ing"(+"-s")), a fully productive Old/Middle English derivational pattern.
nuts	period		regular plural -s on the attested noun "nut"; unremarkable native inflection.
oath's	period		regular Saxon genitive -'s on a native/attested noun; fully productive EME possessive formation.
obscurity	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
observation	period		transparent native/long-naturalized compound or root word, defensible by regular EME word-formation and etymology independent of KJV occurrence.
observer	period		native/Romance agent-noun suffix -er on an attested verb root, fully productive EME derivation.
observers	period		native/Romance agent-noun suffix -er on an attested verb root, fully productive EME derivation.
observest	period		regular 2nd-person-singular present-tense verb form (root+"-est"), the standard AV thou-form paradigm.
occasioned	period		regular weak past-tense/participial formation (root+"-ed") on a native or long-naturalized root, fully productive.
