casement	period		Prov 7:6, ME "casement" attested Elizabethan
castaway	period		1 Cor 9:27, ordinary EModE compound
cauls	period		Isa 3:18, ME "calle" headdress
causeway	period		1 Chron 26:16, standard EModE compound
cave's	period		regular genitive, no issue
cellars	period		1 Chron 27:27, ordinary noun
centurion's	period		Roman office name, genitive, common
certify	period		legal/EModE verb, common by 1611
chalcedony	period		Rev 21:19, loanword attested earlier
chalkstones	period		Isa 27:9, transparent compound
challengeth	period		Exod 22:9, regular -eth verb
chamberlains	period		Acts 12:20, ordinary office noun
champaign	period		Deut 11:30, EModE for open plain
chanceth	period		Deut 22:6, regular -eth verb
changest	period		regular -est verb form
channel	period		2 Sam 22:16, ordinary noun
chapt	period		Jer 14:4, ME "chappen" to crack
chargedst	period		Neh 9:14, regular -edst verb
chastenest	period		Ps 94:12, regular -est verb
checker	period		1 Kings 7:17, checker-work lattice
cheereth	period		Judg 9:13, regular -eth verb
cheerfully	period		ordinary adverb, common by 1611
cheerfulness	period		ordinary noun, common by 1611
chests	period		2 Kings 12:9, ordinary noun
chickens	period		Matt 23:37, ordinary noun
child's	period		regular genitive
childbearing	period		1 Tim 2:15, transparent compound
childless	period		Lev 20:20, ordinary compound
children's	period		very common possessive plural
choicest	period		superlative adjective, common
choosest	period		regular -est verb
chooseth	period		regular -eth verb
churning	period		Prov 30:33, ordinary gerund
cieled	period		1 Kings 6:9, EModE spelling of ceiled
cieling	period		1 Kings 6:15, EModE spelling of ceiling
cinnamon	period		Exod 30:23, attested loanword well pre-1611
circuits	period		Eccl 1:6, ordinary noun
cistern	period		2 Kings 18:31, ordinary noun
cisterns	period		Jer 2:13, ordinary noun
clamorous	period		Prov 9:13, attested 16th c English
cleanness	period		Gen 20:5, ordinary abstract noun
cleaved	period		Gen 2:24, ordinary past tense
clemency	period		Acts 24:4, Latinate loan attested 15th c
clifts	period		Exod 33:22, EModE spelling of clefts
climbed	period		ordinary past tense
climbeth	period		regular -eth verb
clods	period		Job 21:33, ordinary noun
cloths	period		2 Kings 8:15, ordinary plural
clouts	period		Jer 38:11, ME "clout" rag, well attested
clovenfooted	period		Lev 11:3, transparent compound
cockcrowing	period		Mark 13:35, transparent compound
collops	period		Job 15:27, ME word (cf. Chaucer), attested
colts	period		ordinary noun
comeliness	period		Isa 53:2, ordinary abstract noun
comfortedst	period		regular -edst verb
comfortless	period		John 14:18, transparent compound
comings	period		1 Sam 29:6, ordinary noun
commandest	period		regular -est verb
commissions	period		Acts 26:12, ordinary noun
commotions	period		Luke 21:9, ordinary noun
compass	period		very common EModE word, many senses
compellest	period		Gal 2:14, regular -est verb
compoundeth	period		Exod 30:33, regular -eth verb
conceiving	period		ordinary gerund
condescend	period		Rom 12:16, attested 15th c English
coney	period		Lev 11:5, ME "coni" rabbit-kin animal
confectionaries	suspect	confectioners	1 Sam 8:13, rare abstract-plural form
confederacy	period		Gen 14:13, ordinary noun
confidences	period		Jer 2:37, ordinary plural
congratulate	suspect	salute	rare in EModE register, 1570s coinage
conquerors	period		Rom 8:37, ordinary noun
consentedst	period		regular -edst verb
