shady	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shamefacedness	suspect	shamefastness	shamefaced is a 16th-c. folk-reanalysis of ME shamefast (sceamfaest); shamefastness has the clearer OE/ME pedigree, this fused -edness coinage lacks independent ground
shamelessly	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shapes	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sharpness	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shaved	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sheaf	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shearers	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shearing	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sheaves	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shedder	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shedding	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sheep's	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sheepcote	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sheepcotes	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sheepfold	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sheepfolds	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sheepmaster	suspect	owner of sheep	rare occupational compound (2 Kings 3), unattested independently
sheepshearers	suspect	shearers	triple compound unattested independently; shearers alone is well grounded
sheepskins	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sheets	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shepherd's	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sherd	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sherds	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sheriffs	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shipwreck	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shock	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shocks	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shoe's	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shoelatchet	suspect	latchet of a shoe	latchet itself is a genuine ME word for a shoe-thong, but the fused compound is unattested independently
shoulderpieces	suspect	shoulder straps	unattested technical ephod-part compound
shouteth	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shovel	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shovels	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shrank	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shrines	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shrubs	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
shunned	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sieve	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sighest	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
silly	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
silverlings	suspect	pieces of silver	silver+ling diminutive coinage; no independent attestation of the fused form
silversmith	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sincerity	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
singed	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
singleness	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sister's	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sixscore	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
sixtyfold	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
skilfulness	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
skipped	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
skippedst	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
slacked	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
slackness	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
slanderers	period		defensible by ordinary EModE/ME word-formation (productive suffix/compound or common-core etymon) independent of KJV occurrence
