pommels	period		"pommel" attested ME (Chaucer "pomel"); productive noun.
pools	period		ME "poole", common OE/ME word.
poorest	period		poor+est superlative, fully productive.
poplars	period		ME "popler" (Chaucer), tree name.
populous	period		Latinate -ous adjective, common EME formation.
possessest	period		possess+est, productive thou-inflection.
possessors	period		possess+or, productive agent noun.
potter's	period		ME "potter", common trade word + possessive.
pouredst	period		pour+edst, productive thou-inflection.
pouring	period		pour+ing, fully productive.
pourtrayed	period		ME/EME spelling variant of portray (Chaucer "pourtreye").
practices	period		ME/EME "practice" + plural, common.
pransing	typo	prancing	Missing medial "c" against expected form "prancing" (ME "prauncen"); letter-loss corruption signature.
pransings	typo	prancings	Same corruption as "pransing" + plural.
prating	period		"prate" attested EME (common scolding verb, 1500s).
predestinated	period		Latinate theological verb, attested EME translation prose (predestinate).
premeditate	period		Latinate, attested EME legal/rhetorical prose, 1540s coinage.
preparedst	period		prepare+edst, productive thou-inflection.
presbytery	period		Greek-derived (presbuterion), attested EME NT translation vocabulary.
prescribed	period		Latinate "prescribe" common by 1500s.
prescribing	period		same root, -ing productive.
preserver	period		preserve+er, productive agent noun.
preservest	period		preserve+est, productive.
preserveth	period		preserve+eth, productive.
presidents	period		EME sense "rulers/governors", attested Latinate loan.
pressfat	period		compound press+fat (ME "fat" = vessel), transparent formation.
prevailest	period		prevail+est; prevail attested ME (Chaucer "prevaille").
prevaileth	period		prevail+eth, productive.
preventest	period		prevent (EME sense "go before") +est, productive.
priest's	period		ME "preest" + possessive, common word.
prince's	period		ME "prince" + possessive.
princess	period		ME "princesse" (Chaucer).
principality	period		ME "principalite" (Wycliffe).
prised	period		ME variant "prise" = to value/esteem.
process	period		ME "proces" (Chaucer).
proclaimeth	period		proclaim+eth, productive; proclaim attested ME.
proclaiming	period		proclaim+ing, productive.
profaneness	period		profane+ness, productive; profane attested EME.
profaneth	period		profane+eth, productive.
profaning	period		profane+ing, productive.
profess	period		ME "professen" (Wycliffe, Chaucer).
prognosticators	period		Latinate "prognosticate" attested EME astrology term, 1530s.
proofs	period		ME "preve/prove" noun + plural.
prophesying	period		prophesy+ing; prophesy attested ME Wycliffe "prophecien".
prophesyings	period		same + plural.
prophet's	period		ME "prophete" + possessive.
prophetess	period		ME "prophetesse" (Wycliffe, Judges).
propitiation	period		Latinate theological term, attested EME translation prose (Romans 3:25).
prosperously	period		prosperous+ly; prosperous attested ME (Chaucer).
prostitute	period		Latinate noun/verb attested EME, 1530s.
provender	period		ME "provendre" (Chaucer).
provideth	period		provide+eth; provide attested ME.
provinces	period		ME "provinces" (Wycliffe).
provocations	period		provocation+s; attested ME Wycliffe.
provokedst	period		provoke+edst, productive.
provoketh	period		provoke+eth, productive.
provoking	period		provoke+ing, productive.
prudently	period		prudent+ly; prudent attested ME (Chaucer).
prune	period		attested EME viticulture term, 1550s.
pruned	period		prune+ed, productive.
pruning	period		prune+ing, productive.
pruninghooks	period		compound prune+hook, transparent EME formation.
psaltery	period		ME "sautrie/psalterie" (Wycliffe, Chaucer).
punishments	period		punishment+s; attested ME Wycliffe "punyschement".
pureness	period		pure+ness, productive; attested ME.
purloining	period		purloin+ing; purloin attested ME (Chaucer "purloignen").
pushed	period		push+ed; push attested ME "possen/pushen".
pushing	period		push+ing, productive.
putrifying	period		putrify+ing, EME spelling of putrefy (Latinate, 1400s).
