abasing	period		2 Cor 11:7 usage, small-corpus gap
abjects	period		Ps 35:15, genuine noun form
acceptation	period		1 Tim 1:15 "worthy of all acceptation"
acceptest	period		standard -est verb form
accomplishing	period		regular gerund, common by 1611
accordingly	period		common Early Modern adverb
acknowledgeth	period		1 John 2:23, standard -eth form
acquainting	period		regular gerund from ME "aqueinten"
acquit	period		Nah 1:3, legal term, period
adjure	period		Matt 26:63, Gen 24:37, oath term
adjured	period		Mark 5:7, Acts 19:13
administered	period		2 Cor 8:19-20, Pauline usage
administration	period		2 Cor 8:19, genuine
adorneth	period		standard -eth form of "adorn"
adorning	period		1 Pet 3:3, regular gerund
adulteress	period		Rom 7:3, common
advantaged	period		Luke 9:25
advantageth	period		1 Cor 15:32
adventured	period		Judg 9:17, Acts 19:31
adversity	period		common KJV noun
advertise	period		Num 24:14 "I will advertise thee", sense = inform
advisement	period		attested Shakespeare, "deliberation"
advocate	period		1 John 2:1
affecteth	period		Lam 3:51
affirm	period		Luke 9:20, Rom 1:22, common
afflictest	period		standard -est form
affording	period		Ps 144:13
afoot	period		Mark 6:33, Acts 20:13
aforehand	period		Mark 14:8
agate	period		Isa 54:12, gemstone name
agates	period		Ezek 27:16
agony	period		Luke 22:44, common by 1611
aground	period		Acts 27:41
algum	period		2 Chr 2:8, Hebrew loanword tree name
alienate	period		Ezek 23:17-18, Eph 4:18
alleging	period		Acts 17:3
alloweth	period		Rom 14:22
almonds	period		Gen 43:11, Num 17:8
almsdeeds	period		Acts 9:36
almug	period		1 Kings 10:11, Hebrew loanword, variant of algum
aloof	period		Ps 38:11
amazement	period		Acts 3:10
ambassador	period		common diplomatic term
ambassadors	period		common
ambush	period		Josh 8:2,4,7 etc
ambushes	period		regular plural, cf. "ambush" attested Josh 8
amerce	period		Deut 22:19, legal term
amounting	period		"amount" attested from ME "amounten" (Chaucer)
ancestors	period		Lev 26:45
anchors	period		Acts 27:29,40
angel's	period		regular possessive
angered	period		Ps 106:32
anise	period		Matt 23:23
ankles	period		Ezek 47:3
anointedst	period		Gen 31:13, standard -est form
anointest	period		Ps 23:5
another's	period		1 Cor 10:24, regular possessive
answerable	period		Exod 38:18
answeredst	period		Ps 99:8, standard -est form
anvil	period		Isa 41:7
appearances	period		regular plural of common noun "appearance"
appertain	period		attested period legal/biblical usage
apprehended	period		Phil 3:12-13, Acts 12:4
approached	period		common past tense
approacheth	period		standard -eth form
approvest	period		standard -est form
approveth	period		Rom 14:18, 2 Tim 2:15
approving	period		2 Cor 6:4
aprons	period		Gen 3:7, Acts 19:12
arguing	period		regular gerund, common by 1611
armholes	period		Jer 38:12
armourbearer	period		common in Judges/Samuel
armoury	period		Neh 3:19, Song 4:4
arrogancy	period		1 Sam 2:3, Isa 13:11, period noun form
arrows	period		extremely common
asps	period		Deut 32:33, Rom 3:13
assaying	period		Acts 9:26
athirst	period		Matt 25:44, Rev 21:6
atonements	period		Exod 29:36, plural form used
attentively	period		Job 37:2
attired	period		standard period past participle, cf. Ezek 23:15 "attire"
aul	period		Exod 21:6 KJV's own spelling of "awl"
aunt	period		Lev 18:14, common kinship term
austere	period		Luke 19:21-22
availeth	period		Gal 5:6, 6:15, James 5:16
avenger	period		Num 35, Rom 13:4
avengeth	period		Ps 18:47 cf.
avouched	period		Deut 26:17-18
awakest	period		Ps 73:20, standard -est form
awaking	period		Gen 28:16 cf. "awaked", Acts 16:27
axletrees	period		1 Kings 7:32-33
backbiteth	period		Ps 15:3
backbitings	period		2 Cor 12:20
backbone	period		regular compound, attested from ME
badness	period		Gen 41:19
bags	period		common, e.g. Luke 12:33
bakemeats	period		Gen 40:17
balancings	period		Job 37:16
baldness	period		common, e.g. Lev 21:5
balm	period		Gen 37:25, Jer 8:22
banded	period		Acts 23:12
banqueting	period		Song 2:4
banquetings	period		1 Pet 4:3
baptisms	period		Heb 6:2
barbed	period		Job 41:7
barber's	period		Ezek 5:1
barked	period		Joel 1:7
barnfloor	period		2 Kings 6:27
barns	period		common, e.g. Matt 6:26
barrenness	period		Ps 107:34
baser	period		Acts 17:5
basest	period		Ezek 29:15
bason	period		John 13:5, KJV's spelling of "basin"
bats	period		Isa 2:20
battering	period		Ezek 4:2, 21:22
battlement	period		Deut 22:8
battlements	period		Jer 5:10
battles	period		common
bdellium	period		Gen 2:12, Hebrew loanword
beacon	period		Isa 30:17
beans	period		2 Sam 17:28, Ezek 4:9
beautify	period		Ezra 7:27, Isa 60:13
beckoned	period		Luke 1:22, John 13:24
