pommels	period		2 Chr 4:12 architectural term, attested
pools	period		common period word
poorest	period		regular superlative, period
poplars	period		Gen 30:37 tree name, period
populous	period		Nahum 3:8, Latinate but current 1611
possessest	period		archaic -est verb form
possessors	period		Acts 4:34, period agent noun
potter's	period		common period possessive
pouredst	period		archaic -edst form, Ezek 16:15
pouring	period		regular gerund
pourtrayed	period		KJV spelling of portrayed, Ezek 8:10
practices	period		common period noun
pransing	period		KJV spelling of prancing, Judg 5:22
pransings	period		same as above, plural
prating	period		3 John 1:10, period pejorative
predestinated	period		Rom 8:29, coined by Tyndale lineage
premeditate	period		Luke 21:14, Latinate but current
preparedst	period		archaic -edst form
presbytery	period		1 Tim 4:14, attested since 1571
prescribed	period		common period past tense
prescribing	period		regular gerund
preserver	period		Job 7:20, agent noun
preservest	period		archaic -est form
preserveth	period		archaic -eth form
presidents	period		Dan 6:2, means rulers/governors
pressfat	period		Hag 2:16, period compound
prevailest	period		archaic -est form
prevaileth	period		archaic -eth form
preventest	period		Ps 21:3, archaic -est form
priest's	period		common possessive
prince's	period		common possessive
princess	period		Judg 5:29, period noun
principality	period		Rom 8:38, Latinate but current
prised	period		archaic spelling of prized, Zech 11:13
process	period		Gen 15:? common period noun
proclaimeth	period		archaic -eth form
proclaiming	period		regular gerund
profaneness	period		Jer 23:15, period abstract noun
profaneth	period		archaic -eth form
profaning	period		regular gerund
profess	period		common Latinate word, current
prognosticators	period		Isa 47:13, attested astrological term
proofs	period		common period noun
prophesying	period		regular gerund
prophesyings	period		1 Cor 14:? plural gerund
prophet's	period		common possessive
prophetess	period		common period noun
propitiation	period		Rom 3:25, Geneva Bible term
prosperously	period		Ps 45:4, regular adverb
prostitute	period		Lev 19:29, attested 16th c verb
provender	period		Gen 24:25, common period noun
provideth	period		archaic -eth form
provinces	period		common period noun
provocations	period		common period noun
provokedst	period		archaic -edst form
provoketh	period		archaic -eth form
provoking	period		regular gerund
prudently	period		Isa 52:13, regular adverb
prune	period		Lev 25:3, common period verb
pruned	period		regular past tense
pruning	period		regular gerund
pruninghooks	period		Isa 2:4, period compound
psaltery	period		common musical instrument term
punishments	period		common period noun
pureness	period		2 Cor 6:6, period abstract noun
purloining	period		Titus 2:10, attested via French loan
pushed	period		common period past tense
pushing	period		regular gerund
putrifying	period		KJV spelling of putrefying, Isa 1:6
pygarg	period		Deut 14:5, Greek/Latin antelope name
quails	period		Ex 16:13, common period noun
quarries	period		Judg 3:19, period noun
questioning	period		Mark 1:27, regular gerund
quicksands	period		Acts 27:17, attested c.1547
quieteth	period		archaic -eth form
quietness	period		common period abstract noun
quivered	period		Hab 3:16, regular past tense
rags	period		common period noun
rail	period		1 Sam 25:14, attested verb
railer	period		1 Cor 5:11, agent noun
rainy	period		Prov 27:15, common adjective
raiser	period		Dan 11:20, agent noun
ram's	period		common possessive
ranks	period		2 Kings 11:? common noun
rattleth	period		Job 39:23, archaic -eth form
rattling	period		Nahum 3:2, regular gerund
ravin	period		Gen 49:27, archaic noun for prey
ravished	period		common period past participle
razor	period		common period noun
reaper	period		Amos 9:13, agent noun
receivedst	period		archaic -edst form
reckoneth	period		archaic -eth form
recommended	period		Acts 14:26, common past tense
recompences	period		older plural spelling of recompenses
recovering	period		regular gerund
redeem	period		common core theological verb
refiner	period		Mal 3:2, agent noun
refiner's	period		common possessive
refrain	period		common period verb
refusedst	period		archaic -edst form
reins	period		common period word for kidneys/heart
rejecteth	period		archaic -eth form
rejoicest	period		archaic -est form
rejoiceth	period		archaic -eth form
relieve	period		common period verb
relieved	period		regular past tense
relieveth	period		archaic -eth form
rememberest	period		archaic -est form
remembereth	period		archaic -eth form
remembrances	period		common period plural
removeth	period		archaic -eth form
renderest	period		archaic -est form
rendereth	period		archaic -eth form
renewest	period		archaic -est form
renounced	period		common period past tense
rentest	period		archaic -est form of rend, Jer 4:30
repayeth	period		archaic -eth form
repliest	period		Rom 9:20, archaic -est form
reproached	period		common period past tense
reproachest	period		archaic -est form
reproacheth	period		archaic -eth form
reproachfully	period		regular adverb
reproofs	period		common period plural
reproveth	period		archaic -eth form
requested	period		common period past tense
requiting	period		Judg 1:7, regular gerund
rereward	period		older spelling of rearward, Josh 6:9
resemblance	period		Heb 7:15, Latinate but current
resembled	period		common period past tense
reserveth	period		archaic -eth form
respected	period		common period past tense
