governor's	period		possessive of "governor" (OF "governeor"), fully productive; ordinary EModE possessive formation
governors	period		OF "governeor" root, attested ME lineage; plural fully productive
graff	period		attested Geneva 1599, Tyndale, Wycliffe, and King James's own Essayes (independent corpora hit)
grapegatherer	period		transparent compound "grape"+agentive "-gatherer"; both elements attested OE/ME roots, productive compounding
grapegatherers	period		as above, plural
grapegleanings	period		compound "grape"+"gleanings"; "glean" is OF "glener" attested in ME, ordinary compound
grasshopper	period		transparent OE-root compound "grass"+"hopper", fully productive agentive "-er"
grasshoppers	period		as above, plural
grave's	period		possessive of OE "græf", ordinary
graveclothes	period		transparent compound of two OE-root words, ordinary compounding
graved	period		OE "grafan" (to engrave), -ed fully productive
graveth	period		as above, -eth fully productive
graving	period		as above, -ing fully productive
gravings	period		as above, plural
gravity	period		Latin "gravitas" via OF "gravité", well within EModE Latinate borrowing pattern
grayheaded	period		transparent compound "gray"+"headed"
greaves	period		OF "greve" (shin-armor), attested in Middle English romance/armor vocabulary
greenness	period		"green"(OE)+"-ness", fully productive
grieved	period		ME "greven" (AN "grever"), extremely common Chaucer-era verb, -ed productive
grieveth	period		as above, -eth productive
grieving	period		as above, -ing productive
grievously	period		as above +"-ly", productive
grievousness	period		as above +"-ness", productive
grisled	period		EModE spelling variant of "grizzled" (s/z interchangeable in period orthography), from AN "gris" (grey)
groaned	period		OE "granian", -ed fully productive
groaneth	period		as above, -eth productive
groanings	period		as above, -ing +plural productive
guard's	period		OF "garde"/"guarde", in English use by mid-16th c., possessive ordinary
guestchamber	period		transparent compound, both elements OE/OF-attested
guiltiness	period		OE "gylt"+"-i-ness", fully productive
guiltless	period		OE "gylt"+"-less", fully productive
gulf	period		OF "golfe"/It. "golfo", attested in English by 14th c.
gutter	period		OF "gotiere", attested Middle English
habergeons	period		cognate ME form "haburioun" attested 14x in Wycliffe.db (coat of mail); plural of habergeon
habitable	period		Latin "habitabilis" via OF, "-able" fully productive Latinate pattern common to EModE
hairy	period		OE "hær"+"-y", fully productive
haling	period		attested in King James's own Essayes (independent corpus hit); ME "halen" (to haul)
handbreadth	period		transparent OE-root compound
handkerchiefs	period		compound "hand"+"kerchief" (OF "couvrechef", attested ME), ordinary
handmaiden	period		extension of attested ME/OE "handmaid", transparent
handstaves	period		transparent compound "hand"+plural "staves"
handywork	period		OE "handgeweorc", attested compound
hardhearted	period		transparent moral compound, common EModE pattern
hardness	period		OE "heard"+"-ness", fully productive
harlot's	period		ME "harlot" (frequent in Chaucer), possessive ordinary
harrows	period		ME "harwe" (farm implement), attested, plural
harvestman	period		transparent OE-root compound "harvest"+"man"
hastened	period		OF "haste", attested ME, -ed productive
hatcheth	period		OE/ME "hacchen", -eth fully productive
headbands	period		transparent compound
headstone	period		transparent compound
healings	period		OE "hælan", -ing+plural productive
hearkenedst	period		OE "heorcnian", thou-form "-edst" fully productive EModE morphology
heart's	period		possessive, ordinary
heaved	period		OE "hebban" (strong verb "heave"), -ed productive
heifer's	period		OE "heahfore", possessive ordinary
heinous	period		OF "haineus", attested ME/EModE
heirs	period		OF "heir", attested ME, plural
helve	period		attested in Canterbury Tales and King James's own Essayes (independent corpora hits)
